State	ID	宽	高	方向	方向数	起始角度	角度跨度	大小数	最小大小	最大大小	大小	背景	放置	最大比划密度	最小比划密度	时间	速度	计算时间	绘画时间		边缘检测
Enable	C08T08I08N082	819	614	适应	44	277.5	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	114.8979592
Enable	C08T09I08N082	819	614	适应	44	277.5	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	108.125
Enable	C08T10I08N082	819	614	适应	44	277.5	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	101.1111111
Disable	C09T03I08N000	819	614	适应	44	260	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	0	46	49	笔画下面平均	0
Enable	C09T04I08N032	819	614	适应	44	260	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	57.77777778
Disable	C09T05I08N000	819	614	适应	44	260	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	0	46	49	笔画下面平均	0
Enable	C09T06I08N052	819	614	适应	44	260	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	94.4
Enable	C09T07I08N062	819	614	适应	44	260	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	101.1111111
Enable	C09T08I08N072	819	614	适应	44	260	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	105.3061224
Enable	C09T09I08N082	819	614	适应	44	260	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	108.125
Enable	C09T10I08N082	819	614	适应	44	260	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	101.1111111
Disable	C10T03I08N000	819	614	适应	44	246	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	0	46	49	笔画下面平均	0
Disable	C10T04I08N000	819	614	适应	44	246	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	0	46	49	笔画下面平均	0
Disable	C10T05I08N000	819	614	适应	44	246	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	0	46	49	笔画下面平均	0
Enable	C10T06I08N042	819	614	适应	44	246	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	68.4
Enable	C10T07I08N052	819	614	适应	44	246	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	82.5
Enable	C10T08I08N062	819	614	适应	44	246	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	91.2244898
Enable	C10T09I08N072	819	614	适应	44	246	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	97.03125
Enable	C10T10I08N082	819	614	适应	44	246	180	1	6.8	7.8	随机	取自画纸	随机	48	18	0	69	46	49	笔画下面平均	101.1111111
Disable	C04T03I09N000	922	691	适应	49	480	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C04T04I09N000	922	691	适应	49	480	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C04T05I09N000	922	691	适应	49	480	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C04T06I09N000	922	691	适应	49	480	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C04T07I09N000	922	691	适应	49	480	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C04T08I09N000	922	691	适应	49	480	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C04T09I09N000	922	691	适应	49	480	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C04T10I09N000	922	691	适应	49	480	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C05T03I09N000	922	691	适应	49	408	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C05T04I09N000	922	691	适应	49	408	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C05T05I09N000	922	691	适应	49	408	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C05T06I09N000	922	691	适应	49	408	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C05T07I09N000	922	691	适应	49	408	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C05T08I09N000	922	691	适应	49	408	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C05T09I09N000	922	691	适应	49	408	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C05T10I09N000	922	691	适应	49	408	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C06T03I09N000	922	691	适应	49	360	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C06T04I09N000	922	691	适应	49	360	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C06T05I09N000	922	691	适应	49	360	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C06T06I09N000	922	691	适应	49	360	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C06T07I09N000	922	691	适应	49	360	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C06T08I09N000	922	691	适应	49	360	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C06T09I09N000	922	691	适应	49	360	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C06T10I09N000	922	691	适应	49	360	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C07T03I09N000	922	691	适应	49	325.7142857	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C07T04I09N000	922	691	适应	49	325.7142857	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C07T05I09N000	922	691	适应	49	325.7142857	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C07T06I09N000	922	691	适应	49	325.7142857	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C07T07I09N000	922	691	适应	49	325.7142857	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C07T08I09N000	922	691	适应	49	325.7142857	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C07T09I09N000	922	691	适应	49	325.7142857	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C07T10I09N000	922	691	适应	49	325.7142857	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C08T03I09N000	922	691	适应	49	300	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C08T04I09N000	922	691	适应	49	300	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C08T05I09N000	922	691	适应	49	300	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C08T06I09N000	922	691	适应	49	300	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C08T07I09N000	922	691	适应	49	300	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C08T08I09N000	922	691	适应	49	300	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C08T09I09N000	922	691	适应	49	300	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Disable	C08T10I09N000	922	691	适应	49	300	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Enable	C09T03I09N032	922	691	适应	49	280	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	82.5
Enable	C09T04I09N042	922	691	适应	49	280	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	101.1111111
Enable	C09T05I09N052	922	691	适应	49	280	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	108.125
Enable	C09T06I09N062	922	691	适应	49	280	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	111.6
Enable	C09T07I09N072	922	691	适应	49	280	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	113.6111111
Enable	C09T08I09N082	922	691	适应	49	280	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	114.8979592
Enable	C09T09I09N092	922	691	适应	49	280	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	115.78125
Enable	C09T10I09N092	922	691	适应	49	280	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	110.1234568
Disable	C10T03I09N000	922	691	适应	49	264	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	0	47	57	笔画下面平均	0
Enable	C10T04I09N032	922	691	适应	49	264	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	57.77777778
Enable	C10T05I09N042	922	691	适应	49	264	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	82.5
Enable	C10T06I09N052	922	691	适应	49	264	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	94.4
Enable	C10T07I09N062	922	691	适应	49	264	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	101.1111111
Enable	C10T08I09N072	922	691	适应	49	264	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	105.3061224
Enable	C10T09I09N082	922	691	适应	49	264	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	108.125
Enable	C10T10I09N092	922	691	适应	49	264	180	1	4.2	5.2	随机	取自画纸	随机	48	19	0	168	47	57	笔画下面平均	110.1234568
Disable	C04T03I10N000	1024	768	适应	54	525	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C04T04I10N000	1024	768	适应	54	525	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C04T05I10N000	1024	768	适应	54	525	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C04T06I10N000	1024	768	适应	54	525	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C04T07I10N000	1024	768	适应	54	525	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C04T08I10N000	1024	768	适应	54	525	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C04T09I10N000	1024	768	适应	54	525	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C04T10I10N000	1024	768	适应	54	525	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C05T03I10N000	1024	768	适应	54	444	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C05T04I10N000	1024	768	适应	54	444	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C05T05I10N000	1024	768	适应	54	444	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C05T06I10N000	1024	768	适应	54	444	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C05T07I10N000	1024	768	适应	54	444	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C05T08I10N000	1024	768	适应	54	444	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C05T09I10N000	1024	768	适应	54	444	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C05T10I10N000	1024	768	适应	54	444	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C06T03I10N000	1024	768	适应	54	390	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C06T04I10N000	1024	768	适应	54	390	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C06T05I10N000	1024	768	适应	54	390	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C06T06I10N000	1024	768	适应	54	390	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C06T07I10N000	1024	768	适应	54	390	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C06T08I10N000	1024	768	适应	54	390	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C06T09I10N000	1024	768	适应	54	390	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C06T10I10N000	1024	768	适应	54	390	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C07T03I10N000	1024	768	适应	54	351.4285714	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C07T04I10N000	1024	768	适应	54	351.4285714	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C07T05I10N000	1024	768	适应	54	351.4285714	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C07T06I10N000	1024	768	适应	54	351.4285714	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C07T07I10N000	1024	768	适应	54	351.4285714	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C07T08I10N000	1024	768	适应	54	351.4285714	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C07T09I10N000	1024	768	适应	54	351.4285714	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C07T10I10N000	1024	768	适应	54	351.4285714	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C08T03I10N000	1024	768	适应	54	322.5	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C08T04I10N000	1024	768	适应	54	322.5	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C08T05I10N000	1024	768	适应	54	322.5	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C08T06I10N000	1024	768	适应	54	322.5	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C08T07I10N000	1024	768	适应	54	322.5	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C08T08I10N000	1024	768	适应	54	322.5	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C08T09I10N000	1024	768	适应	54	322.5	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C08T10I10N000	1024	768	适应	54	322.5	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C09T03I10N000	1024	768	适应	54	300	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C09T04I10N000	1024	768	适应	54	300	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C09T05I10N000	1024	768	适应	54	300	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C09T06I10N000	1024	768	适应	54	300	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C09T07I10N000	1024	768	适应	54	300	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C09T08I10N000	1024	768	适应	54	300	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C09T09I10N000	1024	768	适应	54	300	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Disable	C09T10I10N000	1024	768	适应	54	300	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	0	56	56	笔画下面平均	0
Enable	C10T03I10N032	1024	768	适应	54	282	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	882	56	56	笔画下面平均	82.5
Enable	C10T04I10N042	1024	768	适应	54	282	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	882	56	56	笔画下面平均	101.1111111
Enable	C10T05I10N052	1024	768	适应	54	282	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	882	56	56	笔画下面平均	108.125
Enable	C10T06I10N062	1024	768	适应	54	282	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	882	56	56	笔画下面平均	111.6
Enable	C10T07I10N072	1024	768	适应	54	282	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	882	56	56	笔画下面平均	113.6111111
Enable	C10T08I10N082	1024	768	适应	54	282	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	882	56	56	笔画下面平均	114.8979592
Enable	C10T09I10N092	1024	768	适应	54	282	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	882	56	56	笔画下面平均	115.78125
Enable	C10T10I10N102	1024	768	适应	54	282	180	1	1.6	2.6	随机	取自画纸	随机	48	20	0	882	56	56	笔画下面平均	116.4197531
